CHAR_ID	Sub-Saharan Africa	North America and Australasia	East Asia	Europe	South and Central America	North Africa and Middle East	South Asia	Caribbean
2129	0	1	0	0	0	0	0	0
213	0	6	0	3	0	0	0	0
2130	0	1	0	0	0	0	0	0
2131	0	9	0	0	0	0	1	0
2133	0	6	0	0	0	0	0	0
2137	0	1	0	0	0	0	0	0
2140	0	4	0	0	1	0	0	0
2141	0	1	0	0	0	0	0	0
2159	0	2	0	0	1	1	0	0
216	0	0	0	5	1	0	0	0
2160	0	0	0	1	0	0	0	0
2161	0	0	0	0	0	1	0	0
2162	0	0	0	1	0	0	0	0
2165	0	0	0	0	0	1	0	0
2166	0	1	0	1	0	1	0	0
2167	0	0	0	0	0	1	0	0
2168	0	1	0	1	0	1	0	0
2169	0	2	0	2	0	0	0	0
217	0	1	0	1	0	0	0	0
2170	0	1	0	1	0	0	0	0
2172	0	1	0	0	0	0	0	0
2173	0	2	0	1	0	0	0	0
2174	0	1	0	1	0	0	0	0
2175	0	1	0	1	0	0	0	0
2176	0	1	0	1	0	0	0	0
2177	0	1	0	3	0	0	0	0
218	0	2	0	2	0	0	0	0
2180	0	1	0	0	0	0	0	0
2181	0	1	1	0	0	0	0	0
2184	0	2	0	0	0	0	0	0
2195	0	1	0	0	0	0	0	0
220	0	0	0	2	0	0	0	0
2200	0	3	0	0	0	0	0	0
2202	0	0	0	0	0	1	0	0
2204	0	0	0	0	0	1	0	0
2205	0	1	0	0	0	1	0	0
2207	0	0	0	0	0	1	0	0
221	0	0	0	1	0	0	0	0
2213	0	1	0	0	0	0	0	0
2214	0	1	0	0	0	0	0	0
22163	1	1	0	0	0	0	0	0
22166	0	0	0	1	1	0	0	0
22169	0	2	0	3	0	0	0	0
22171	0	0	0	1	0	0	0	0
2218	0	3	0	0	0	0	0	0
222	0	0	0	3	0	0	0	0
2220	0	3	0	0	0	0	0	0
2224	0	8	0	1	0	0	1	0
2226	0	3	1	1	0	0	0	0
2235	0	1	0	0	0	0	0	0
2237	0	1	2	0	0	0	0	0
2242	0	8	1	0	1	0	0	0
225	0	0	0	1	0	0	0	0
2275	0	1	0	0	0	0	0	0
2277	0	1	0	1	0	0	0	0
228	0	0	0	2	0	0	0	0
2280	0	2	0	0	0	0	0	0
2289	1	1	0	0	0	0	0	0
2300	0	0	0	1	0	0	0	0
2301	0	1	0	2	0	0	0	0
2302	0	2	0	0	0	0	0	0
2303	0	1	0	3	0	0	0	0
2304	0	0	0	1	0	0	0	0
2305	0	1	0	6	0	0	0	0
2306	0	1	0	1	0	0	0	0
2307	0	0	0	1	0	0	0	0
2315	0	0	0	1	0	0	0	0
2316	0	2	0	0	0	0	0	0
2320	0	3	0	0	0	0	0	0
2321	0	3	0	0	0	0	1	0
2323	0	0	0	1	0	0	0	0
2324	0	1	0	0	0	0	0	0
2325	0	1	0	0	0	0	0	0
2327	1	0	0	0	0	0	0	0
2330	0	0	0	1	0	0	0	0
2335	1	2	0	2	0	0	1	0
2336	0	1	0	0	0	0	0	0
2341	0	1	0	0	0	0	1	0
2343	1	7	0	0	0	0	0	0
2346	0	1	0	2	0	0	0	0
2349	0	1	0	0	0	0	0	0
2351	0	1	0	0	0	0	1	0
2352	0	1	1	5	0	0	0	0
2355	0	2	0	0	0	0	0	0
2362	0	1	0	0	0	0	0	0
2363	0	1	0	1	0	0	0	0
2365	0	1	0	0	0	0	0	0
2370	0	1	0	0	0	0	0	0
2372	0	4	0	3	0	0	0	0
2373	0	1	0	1	0	0	0	0
2377	0	0	1	0	0	0	0	0
2381	0	0	0	0	0	0	1	0
24	0	1	0	0	0	0	0	0
2410	0	1	0	0	0	0	0	0
2411	0	1	0	0	0	0	0	0
2412	0	0	0	0	0	0	0	0
2414	0	1	0	0	0	0	0	0
2417	0	0	0	0	0	0	0	0
2418	0	1	0	0	0	0	0	0
2420	0	1	0	0	0	0	0	0
2422	0	2	0	0	2	0	0	0
2424	0	1	0	1	1	0	1	0
2430	0	0	0	2	0	1	0	0
2431	0	0	0	1	0	0	0	0
2432	0	0	0	0	0	0	0	0
2436	0	0	0	0	0	1	0	0
2437	0	0	0	2	0	0	0	0
244	1	12	1	4	0	0	0	0
2443	0	0	0	2	0	0	0	0
2447	0	0	0	1	0	1	0	0
245	0	8	0	1	0	0	0	0
2450	0	2	0	0	0	0	0	0
2451	0	0	0	0	0	1	0	0
2457	0	5	0	2	0	0	0	0
2458	0	3	0	0	0	0	1	0
2459	0	5	0	0	0	0	0	0
2461	0	4	0	1	0	0	0	0
2465	0	1	0	0	0	0	0	0
2466	0	1	0	0	0	0	0	0
2469	0	0	0	1	0	0	0	0
247	0	1	0	0	0	0	0	0
2472	0	1	1	0	0	0	0	0
2487	0	1	0	0	0	0	0	0
249	0	2	0	0	0	0	0	0
2491	0	2	0	0	0	0	0	0
2493	0	2	0	0	0	0	0	0
2494	0	1	0	0	0	0	0	0
2496	0	1	0	0	1	0	0	0
2498	0	1	0	0	0	0	0	0
2499	0	1	0	0	1	0	0	0
250	0	1	0	0	0	0	0	0
2500	0	1	0	0	0	0	0	0
2502	0	2	0	0	0	0	0	0
2504	0	2	0	0	0	0	0	0
2505	0	3	0	0	0	0	0	0
2507	0	2	0	0	0	0	0	0
2508	0	3	0	0	0	0	0	0
251	0	2	0	1	0	0	0	0
2512	0	5	0	1	0	0	0	0
2513	0	3	0	0	0	0	0	0
2514	0	1	0	0	0	0	0	0
2518	0	2	0	0	0	0	0	0
2519	0	0	0	1	0	0	0	0
2520	0	1	0	0	0	0	0	0
2524	0	0	0	2	0	0	0	0
2527	0	0	0	1	0	0	0	0
2529	0	1	0	0	0	0	0	0
2532	0	0	0	0	1	0	0	0
2537	0	0	0	1	1	0	0	0
2538	0	2	0	1	1	0	0	0
2539	0	2	1	0	0	0	0	0
254	0	2	0	3	1	3	0	0
2541	0	0	0	0	0	0	0	0
2543	0	1	0	2	0	0	0	0
2545	0	0	0	1	0	0	0	0
2547	0	0	0	2	0	0	0	0
2548	0	0	0	2	0	0	0	0
2549	0	1	0	2	1	0	0	0
2551	1	0	0	4	0	0	2	0
2552	0	0	2	0	0	0	0	0
2553	0	2	2	0	0	0	0	0
2556	0	0	1	0	0	0	0	0
2557	0	0	3	0	0	1	1	0
2560	0	1	0	0	0	0	1	0
2563	0	0	1	2	0	0	0	0
2564	0	1	0	1	0	0	0	0
2566	0	1	0	0	0	0	0	0
2568	0	1	0	0	0	0	0	0
2569	0	1	0	0	0	0	0	0
2570	0	1	0	0	1	0	0	0
258	0	1	0	6	0	2	0	0
2583	0	1	0	0	0	0	0	0
2584	0	1	0	2	1	0	0	0
2585	0	0	0	0	0	0	0	0
2587	0	1	0	0	0	0	0	0
2588	0	1	0	0	0	0	0	0
2589	0	1	0	0	0	0	0	0
259	0	0	0	1	0	0	0	0
2590	0	1	0	0	0	0	0	0
2591	0	1	0	1	0	0	0	0
2592	0	0	0	0	1	0	0	1
2595	0	0	0	0	0	0	0	0
2596	0	4	0	2	0	0	0	0
2598	0	3	0	0	0	0	0	0
2606	0	2	0	0	0	0	0	0
2607	0	0	0	1	0	0	0	0
261	0	1	0	1	1	1	0	0
2611	0	1	0	0	0	0	0	0
2612	0	3	0	0	0	0	0	0
2613	0	1	0	0	0	0	0	0
2615	0	2	0	0	0	0	1	0
2616	0	2	0	0	0	0	0	0
2617	0	1	0	0	0	0	0	0
2620	0	0	0	1	0	0	0	0
2624	0	0	0	0	0	0	0	0
2636	0	1	0	0	0	0	0	0
2660	0	2	0	0	0	0	0	0
2661	0	3	0	0	0	0	0	0
2663	0	0	0	0	0	0	0	0
2666	0	4	0	0	0	0	0	0
2667	1	2	0	0	1	0	0	0
2668	0	3	0	1	0	0	0	0
2669	0	1	0	0	0	0	0	0
2670	0	2	0	0	0	0	0	1
2671	0	2	0	0	0	0	0	0
2672	0	1	0	1	0	0	0	0
2673	0	3	0	0	0	0	0	0
2676	0	0	0	1	0	0	0	0
2682	0	1	0	2	0	0	0	0
2695	0	0	0	0	0	0	0	0
2699	0	0	0	1	0	0	0	0
2701	0	1	0	0	0	0	0	0
2704	0	0	0	1	0	0	0	0
2705	0	0	0	2	0	0	0	0
2707	0	0	0	1	0	0	0	0
2708	0	0	0	3	0	0	0	0
2710	0	0	0	0	1	0	1	0
2718	0	0	1	0	0	0	0	0
272	0	1	0	1	0	0	0	0
2722	0	1	0	0	0	0	0	0
2725	0	2	0	0	0	0	0	0
2727	0	1	1	1	1	0	0	0
2731	0	1	0	2	0	0	0	0
2732	0	0	0	1	0	0	0	0
2733	0	3	0	5	1	0	0	0
2734	0	2	0	0	0	0	0	0
274	0	1	1	1	0	0	0	0
2741	0	1	0	0	0	0	0	0
2744	0	3	0	1	0	0	0	0
2745	0	1	0	0	0	0	0	0
2754	0	1	0	0	0	0	0	0
2756	0	2	0	0	0	0	0	0
2759	0	1	1	0	0	0	0	0
2762	0	0	0	1	0	0	0	0
2764	0	1	0	1	0	0	0	0
279	0	0	1	0	0	0	0	0
2793	0	0	1	0	0	0	0	0
2798	0	0	0	2	0	0	0	0
28	0	1	0	0	0	0	0	0
2800	0	0	0	1	0	0	0	0
2803	0	1	0	0	1	0	0	0
2805	0	3	0	0	0	0	0	0
281	0	0	0	1	0	0	0	0
2810	0	1	1	0	0	0	0	0
2811	0	1	0	0	0	0	0	0
2813	0	1	0	0	0	0	0	0
282	0	0	0	1	0	0	0	0
2820	0	5	0	1	0	0	0	0
2822	0	2	0	0	0	0	0	0
2824	0	0	0	1	0	0	0	0
2829	0	1	0	0	0	0	0	0
283	0	0	0	2	0	0	0	0
2836	0	1	2	0	0	0	0	0
2838	0	2	0	0	0	0	0	0
2842	0	0	0	0	1	0	0	0
2843	0	1	0	0	0	0	0	0
2845	0	1	0	1	0	0	0	0
2846	0	1	0	0	0	0	0	0
2847	0	1	0	0	0	0	0	0
2848	0	0	0	1	0	0	0	0
285	0	0	0	2	0	0	0	0
2853	0	0	0	0	0	2	0	0
2854	0	7	0	1	0	0	0	0
2858	0	15	0	1	0	0	0	0
286	0	0	0	1	0	0	0	0
2860	0	2	0	0	0	0	0	0
2862	0	1	0	0	0	0	0	0
2863	0	1	0	0	0	0	1	0
2866	0	1	0	0	0	0	0	0
2867	0	1	0	0	0	0	0	0
2869	0	2	0	1	0	0	0	0
2870	0	1	0	0	0	0	0	0
2872	0	1	0	0	0	0	0	0
2874	0	1	0	0	0	0	0	0
2875	0	3	0	0	1	0	0	0
2897	0	0	0	1	1	0	0	0
2898	0	2	0	0	0	0	0	0
2899	0	0	0	0	0	1	0	0
2901	0	0	0	0	0	1	0	0
2904	0	3	0	0	0	1	0	0
2905	0	0	0	0	0	1	0	0
2906	0	1	0	0	0	0	0	0
2908	0	1	0	0	0	0	0	0
2910	0	4	0	1	0	1	0	0
2912	0	0	0	1	0	1	0	0
2913	0	0	0	0	0	1	0	0
2915	0	4	0	1	3	1	0	0
2917	1	4	0	3	0	0	0	0
2918	0	1	0	0	0	0	0	0
2919	0	1	0	0	0	0	0	0
292	0	1	0	0	0	0	0	0
2921	0	1	0	0	0	0	0	0
2923	0	5	0	0	0	0	0	0
2924	0	1	0	0	0	0	0	0
2927	0	2	0	1	1	0	0	0
2928	0	1	0	0	0	0	0	0
2929	0	1	0	0	0	0	0	0
293	0	0	0	1	0	0	0	0
2930	0	0	0	0	0	0	1	0
2932	0	1	0	0	0	0	0	0
2933	0	5	0	1	0	0	1	0
2936	0	2	0	3	1	0	1	0
2957	0	1	0	0	0	0	0	0
2959	0	1	0	1	0	0	0	0
296	0	0	0	3	0	0	1	0
2960	1	0	0	0	0	0	0	0
2961	1	3	0	0	0	0	0	0
2968	0	1	0	1	0	0	0	0
2969	0	1	0	0	0	0	0	0
297	0	0	0	1	0	0	0	0
298	0	0	0	1	0	0	0	0
2983	0	1	0	0	0	0	0	0
2985	0	1	0	0	0	0	0	0
2989	0	2	0	2	0	0	0	0
2990	0	2	0	3	0	0	0	0
2993	0	1	0	1	0	0	0	0
3000	0	0	0	1	0	0	0	0
3005	0	0	0	1	0	0	0	0
3008	0	0	0	2	0	0	0	0
3011	0	0	0	2	0	0	0	0
3012	0	3	0	1	0	0	0	0
3018	0	0	0	1	0	0	0	0
3020	0	0	0	1	0	0	0	0
3021	0	0	0	1	0	0	0	0
3023	0	2	0	0	0	0	0	0
3025	0	1	0	0	0	0	0	0
3029	0	1	0	0	0	0	0	0
3035	0	0	1	0	0	0	0	0
3039	0	0	0	0	0	0	0	0
3045	0	1	0	0	0	0	0	0
3047	0	2	0	0	0	0	0	0
3048	0	1	0	0	0	0	0	0
3052	0	1	0	0	0	0	0	0
3053	0	1	0	0	0	0	0	0
3054	0	1	0	0	0	0	0	0
3055	0	1	0	0	0	0	0	0
3056	0	1	0	1	0	0	0	0
3058	0	1	0	1	0	0	0	0
3061	0	0	0	0	1	0	0	0
3065	0	0	0	1	0	0	0	0
3067	0	1	0	2	0	0	0	0
3068	0	0	0	2	0	0	0	0
3069	0	0	0	1	0	0	0	0
3072	0	0	0	1	0	0	0	0
3073	0	0	0	0	1	0	0	0
3076	0	0	0	1	0	0	0	0
3077	0	0	1	0	0	0	0	0
3078	0	1	0	0	0	0	0	0
3080	0	1	1	1	0	0	1	0
3081	0	1	0	0	2	0	0	0
3082	0	0	0	0	1	0	0	0
3083	0	1	1	0	1	0	0	0
3085	0	0	0	0	0	0	0	0
3089	0	1	0	0	0	0	0	0
3091	0	2	0	1	0	0	0	0
3092	0	1	0	0	0	0	0	0
3098	0	1	0	0	0	0	0	0
3100	0	0	0	0	0	0	0	0
3103	0	0	0	1	0	0	0	0
3104	0	1	0	1	0	0	0	0
3105	0	7	0	1	1	0	0	0
3110	0	2	1	1	0	0	0	0
3114	0	1	0	0	0	0	0	0
3119	0	2	0	0	0	0	0	0
3124	0	1	0	0	0	0	0	0
3125	0	1	0	0	0	0	0	0
3126	0	5	0	0	0	0	1	0
3127	0	0	0	0	1	0	0	0
3130	0	0	0	0	0	0	0	0
3136	0	1	0	0	1	0	0	0
3137	0	6	1	0	0	0	0	0
3139	0	1	0	0	0	0	0	0
315	0	1	0	1	0	0	0	0
316	0	1	0	1	0	0	0	0
3162	0	2	0	0	0	0	0	0
3163	0	0	0	1	0	0	0	0
3165	0	1	0	0	0	0	0	0
3167	0	2	2	3	0	0	1	0
3169	0	2	0	0	0	0	0	0
3171	0	0	1	0	1	0	0	0
3172	0	0	0	0	1	0	0	0
3173	0	1	0	0	0	0	0	0
3178	0	1	0	0	0	0	0	0
3180	0	0	0	0	2	0	0	0
3217	0	0	0	0	0	0	0	1
3221	0	0	1	0	0	0	0	0
3223	0	7	0	4	1	1	2	1
3224	0	0	0	0	0	1	0	1
3225	0	2	0	0	0	0	0	1
3226	0	0	0	0	0	0	0	1
3227	0	4	0	2	0	1	0	1
3228	0	1	0	0	1	0	0	1
323	0	1	0	0	0	0	0	0
324	0	1	0	0	0	0	0	0
3244	0	1	0	1	0	0	0	0
3246	0	2	0	1	0	0	0	0
3247	0	1	0	0	0	0	0	0
3265	0	2	0	1	0	1	0	0
3266	0	6	0	0	0	0	0	0
3268	0	1	0	0	0	0	0	0
3270	0	1	0	0	0	0	0	0
3273	0	1	0	0	0	0	0	0
3275	0	5	0	0	1	0	0	0
3277	0	3	0	1	0	0	0	0
328	0	1	0	0	0	0	0	0
3295	0	1	1	0	0	0	0	0
3300	0	2	0	0	0	0	0	0
3302	0	2	0	1	0	1	0	0
3304	0	5	0	0	1	0	0	0
3307	0	1	0	0	0	0	0	0
3308	0	2	0	0	0	0	0	0
3312	0	4	0	0	1	0	0	0
3313	0	1	0	0	2	0	0	0
3314	0	0	0	0	1	0	0	0
3315	0	1	0	0	0	0	0	0
3316	0	3	0	0	0	0	0	0
3317	0	1	0	0	0	0	0	0
3319	0	1	0	0	0	0	0	0
3320	0	4	0	1	1	0	0	0
3322	0	2	0	0	0	0	0	0
3336	0	2	0	0	0	0	0	0
3338	0	2	0	1	0	0	0	0
3339	0	1	0	0	0	0	0	0
3340	0	7	0	0	0	0	0	0
3342	0	2	0	0	0	0	0	0
3348	0	2	0	0	0	0	0	0
3350	0	1	0	0	0	0	0	0
3369	0	0	0	1	0	0	0	0
3371	0	1	0	3	0	0	0	0
3372	0	0	0	2	0	0	0	0
3373	0	1	0	0	0	0	0	0
3375	0	0	0	1	0	0	1	0
3377	0	1	0	1	0	0	0	0
3378	0	1	1	1	0	0	0	0
3379	0	1	0	0	0	0	0	0
3384	0	1	0	0	0	0	0	0
3386	0	1	0	0	0	0	0	0
3387	0	0	0	1	0	0	0	0
3394	0	1	0	0	0	0	0	0
3395	0	1	0	0	0	0	1	0
3405	0	1	0	0	0	0	0	0
3409	0	0	0	1	0	0	0	0
3410	0	1	0	1	0	0	0	0
3447	0	6	1	0	1	0	0	0
3448	0	1	0	1	0	0	0	0
3453	0	0	0	1	0	0	0	0
3454	0	0	0	0	1	0	0	0
3457	0	4	0	3	0	1	0	0
3459	0	3	1	0	0	0	0	0
3461	0	1	0	0	1	0	0	0
3463	0	4	0	1	0	0	0	0
3465	0	1	0	0	1	0	0	0
3466	0	2	0	1	0	0	0	0
3469	0	2	0	0	0	0	0	0
347	0	0	0	0	0	1	0	0
3478	0	1	0	0	0	0	0	0
3480	0	1	0	0	0	0	0	0
3485	0	0	0	1	0	0	0	0
3486	0	1	0	0	0	1	0	0
3488	0	1	0	0	0	0	0	0
3489	0	2	0	0	0	0	0	0
3490	0	0	0	1	0	0	0	0
3494	0	3	0	0	0	0	0	0
3496	0	0	0	0	1	0	0	0
3497	0	0	0	0	1	0	0	0
3498	0	1	0	0	1	0	0	0
350	0	0	0	1	0	0	0	0
3503	0	0	0	0	1	0	0	0
3504	0	1	0	0	0	0	0	0
3505	0	0	0	1	0	0	0	0
3506	0	0	0	0	1	0	0	0
3507	0	1	0	1	0	0	0	0
3508	0	1	0	0	0	0	0	0
351	0	2	0	1	0	0	0	0
3514	0	3	0	0	0	0	0	0
3516	0	2	0	0	0	0	0	0
3517	0	0	0	1	0	0	0	0
352	0	1	0	0	1	0	1	0
354	0	2	0	0	0	0	0	0
355	0	2	0	0	0	0	0	0
3550	0	0	0	4	0	0	0	0
3552	0	1	1	2	0	1	0	0
3576	0	5	1	0	0	0	1	0
3579	0	1	0	0	0	0	0	0
358	0	1	0	0	0	0	0	0
3580	0	3	0	0	0	0	0	0
3582	0	3	1	0	0	0	0	0
3583	0	1	0	0	0	0	0	0
3584	0	3	0	0	0	0	0	0
3585	0	1	0	0	0	0	0	0
3586	0	1	0	0	0	0	0	0
3588	0	2	0	0	0	0	0	0
359	0	4	0	0	0	0	0	0
3590	0	1	1	0	0	0	0	0
3596	0	2	0	0	0	0	0	0
3600	0	1	0	0	0	0	0	0
3601	0	0	0	0	0	0	0	0
3602	0	1	0	0	0	0	0	0
3604	1	0	0	1	0	0	0	0
3608	0	1	0	0	0	0	0	0
3612	0	2	0	0	0	0	0	0
3615	0	2	0	0	0	0	0	0
3616	0	2	0	0	0	0	0	0
3617	0	2	0	0	0	0	0	0
3618	0	0	0	0	0	0	0	0
362	0	5	0	1	0	0	0	0
3620	0	1	0	0	0	0	0	0
363	0	1	0	0	0	0	0	1
364	0	3	0	0	0	0	0	0
3650	0	3	0	2	0	0	0	0
3652	0	1	0	0	0	0	0	0
3654	0	1	0	1	1	0	0	0
3658	0	1	0	0	0	0	0	0
3659	0	0	0	0	0	0	0	0
3660	0	0	0	1	0	0	0	0
3661	0	3	1	1	1	0	1	0
3666	0	0	0	1	0	0	0	0
3668	0	1	0	0	0	0	0	0
367	0	4	0	0	0	0	0	0
3671	0	1	0	0	0	0	0	0
3672	0	1	0	0	0	0	0	0
3676	0	0	0	0	0	0	1	0
3677	0	1	0	1	0	0	0	0
3679	0	1	0	0	0	0	0	0
3686	0	1	0	0	0	0	0	0
3689	0	1	0	0	0	0	0	0
3698	0	0	0	1	0	0	0	0
3702	0	1	0	0	0	0	0	0
3703	0	2	0	0	0	0	0	0
3705	0	0	0	1	0	0	0	0
3707	0	3	0	1	0	0	0	0
3708	0	1	0	1	1	0	0	0
3709	0	1	0	0	0	0	0	0
371	0	2	0	0	0	0	0	0
3713	0	1	0	1	0	0	0	0
3717	0	2	0	1	0	0	0	0
372	0	0	0	2	0	0	0	0
3721	0	2	0	1	1	0	0	1
3722	0	0	0	0	0	0	0	1
3723	0	0	0	0	1	0	0	1
3727	0	0	0	0	1	0	0	0
3728	0	0	0	0	1	0	0	2
373	0	0	0	1	0	0	0	0
3736	0	1	0	1	1	0	0	1
374	0	0	0	1	0	0	0	0
3742	0	1	0	0	0	0	0	0
3743	0	1	0	0	0	0	0	0
3747	0	1	0	0	0	0	0	0
3748	0	1	1	0	0	0	0	0
3751	0	1	0	1	0	0	0	0
3754	0	1	0	0	0	0	0	0
3757	0	1	0	0	0	0	0	0
376	0	0	0	2	0	0	0	0
3760	0	1	0	0	0	0	0	0
3766	0	2	0	0	0	0	0	0
378	0	0	0	1	0	0	0	0
379	0	0	0	1	0	0	0	0
3806	0	1	0	0	0	0	0	0
3811	0	1	1	0	0	0	0	0
3816	0	6	1	0	0	0	0	0
3817	0	5	0	2	0	0	0	0
383	0	0	0	1	0	0	0	0
3833	0	1	0	0	0	0	0	0
3835	0	2	0	1	0	0	0	0
3836	0	0	0	1	0	0	0	0
3840	0	1	0	1	0	0	0	0
3841	0	1	0	0	0	0	0	0
3843	0	0	1	0	0	0	0	0
385	0	0	0	1	0	0	0	0
3854	0	0	0	1	0	0	0	0
3855	0	1	0	0	0	0	0	0
3856	0	1	0	0	0	0	0	0
3858	0	1	0	0	0	0	0	0
3864	0	1	0	0	0	0	0	0
3869	0	1	0	0	0	0	0	0
387	0	4	0	12	1	0	0	0
388	0	0	0	1	0	0	0	0
389	0	0	0	3	0	0	0	0
3890	0	4	0	0	0	0	0	0
3891	0	1	0	1	0	0	0	0
3892	0	1	0	0	0	0	0	0
3896	0	2	0	0	0	0	0	0
3898	0	4	0	0	1	1	1	0
390	0	0	0	0	0	0	0	0
3900	0	0	0	1	0	0	0	0
3901	0	6	0	0	1	0	0	0
3902	0	1	0	0	0	0	0	0
3905	0	0	0	0	2	0	0	0
